Year,Type,Activity,Sex ,Injury,Fatal (Y/N),Ages
1971,Unprovoked,Surfing,M,Severe lacerations to thigh,N,Digital
1971,Unprovoked,,M,Survived,N,Digital
1971,Unprovoked,,M,Survived,N,Digital
1970,Unprovoked,Fishing for prawns,M,"FATAL, arm severed  ",Y,Digital
1970,Unprovoked,Fishing for prawns,M,"FATAL, decapitated and arm severed",Y,Digital
1970,Unprovoked,Fishing,M,Laceration to thigh,N,Digital
1970,Provoked,Shipwreck,M,Right thigh lacerated,N,Digital
1970,Unprovoked,,M,Extensive injuries,N,Digital
1970,Unprovoked,Body surfing,M,Shoulder & arm bitten,N,Digital
1970,Unprovoked,Surfing,M,Bitten on right leg above the ankle,N,Digital
1970,Unprovoked,Diving,M,Lacerations & punctures to right arm & shoulder ,N,Digital
1970,Provoked,Spearfishing,M,"Another diver shot shark, shark bit his left foream  PROVOKED INCIDENT",N,Digital
1970,Unprovoked,Floating on a raft,M,Laceration to left foot,N,Digital
1970,Provoked,,M,PROVOKED INCIDENT,N,Digital
1970,Unprovoked,Swimming,M,Foot lacerated,N,Digital
1970,Unprovoked,Scuba diving,M,Calf / knee injured?,N,Digital
1970,Unprovoked,,M,Finger or toe severed,N,Digital
1970,Provoked,Fishing,M,Bitten on calf by hooked shark PROVOKED INCIDENT,N,Digital
1970,Provoked,Scuba Diving,M,2 cm laceration on knee PROVOKED INCIDENT,N,Digital
1970,Unprovoked,Wading,M,"FATAL, multiple injuries to both legs  ",Y,Digital
1970,Unprovoked,Wading,M,"FATAL, body not recovered",Y,Digital
1970,Unprovoked,Swimming,M,"FATAL, body not recovered",Y,Digital
1970,Provoked,Freediving,M,Arm abraded & lacerated. Recorded as PROVOKED INCIDENT,N,Digital
1970,Unprovoked,Wading,M,Foot & calf lacerated,N,Digital
1970,Unprovoked,Wading,F,Lacerations to lower leg,N,Digital
1970,Unprovoked,Swimming,M,"Hands severed, forearm severely lacerated",N,Digital
1970,Unprovoked,Swimming,M,Leg severed at knee,N,Digital
1970,Unprovoked,Swimming,M,"Arm severed, thigh bitten",N,Digital
1970,Unprovoked,Swimming,M,Leg severed at knee,N,Digital
1970,Provoked,Air disaster,M,FATAL,Y,Digital
1970,Unprovoked,Swimming,M,Leg bitten,N,Digital
1970,Unprovoked,Attempted to return injured shark to the sea,M,Leg bitten,N,Digital
1970,Unprovoked,Freediving,M,Lacerations to back,N,Digital
1970,Unprovoked,Spearfishing / freediving,M,Swim fins badly torn by the shark's teeth,N,Digital
1970,Unprovoked,Spearfishing,M,Minor injury,N,Digital
1970,Provoked,Fishing on a boat,M,No injury,N,Digital
1970,Unprovoked,Washing cooking pans,F,Left hand severed,N,Digital
1970,Unprovoked,Washing clothes on stairs,F,Left foot severed,N,Digital
1970,Unprovoked,Swimming,M,"FATAL, left leg severed",Y,Digital
1970,Unprovoked,"Fishing, trying to catch the end of his fishing line",M,Left hand bitten,N,Digital
1969,Unprovoked,Swimming,M,Left thigh lacerated,N,Digital
1969,Unprovoked,Scuba diving for lobsters,M,"Abrasions on upper leg, laceration on ankle, scuba tank bitten",N,Digital
1969,Provoked,,M,PROVOKED INCIDENT,N,Digital
1969,Unprovoked,Diving,M,No injury,N,Digital
1969,Unprovoked,Free diving for abalone,M,Leg & ankle severely bitten,N,Digital
1969,Unprovoked,Floating on his back,M,Laceration to right leg,N,Digital
1969,Provoked,Fishing,M,Leg bitten by netted shark PROVOKED INCIDENT,N,Digital
1969,Unprovoked,Surfing,M,Lacerations to lower leg,N,Digital
1969,Unprovoked,Body surfing,M,Lacerations to right lower leg & left arm and hand,N,Digital
1969,Unprovoked,,M,Am lacerated,N,Digital
1969,Provoked,,M,Arm lacerated. Recorded as PROVOKED INCIDENT,N,Digital
1969,Provoked,,M,Scrape on head. Recorded as PROVOKED INCIDENT,N,Digital
1969,Unprovoked,Freediving for abalone (at surface),M,"Foot bitten, minor injury",N,Digital
1969,Unprovoked,Diving,M,Multiple lacerations,N,Digital
1969,Unprovoked,Wading,M,No injury,N,Digital
1969,Provoked,Surf-fishing,M,Foot lacerated when he stepped on the shark  PROVOKED INCIDENT,N,Digital
1969,Provoked,Diving,M,Laceration to buttocks Recorded as PROVOKED INCIDENT,N,Digital
1969,Provoked,Fishing,M,Laceration to foot from dead shark PROVOKED INCIDENT,N,Digital
1969,Provoked,,M,Foot lacerated. Recorded as PROVOKED INCIDENT,N,Digital
1969,Unprovoked,Surfing,M,Leg & surfboard bitten,N,Digital
1969,Provoked,Fishing,M,Lacerations to hand from hooked shark PROVOKED INCIDENT,N,Digital
1969,Unprovoked,Freediving,M,Abrasions and lacerations to lower right leg,N,Digital
1969,Unprovoked,,M,Minor injury ,N,Digital
1968,Provoked,Feeding mullet to sharks,M,Laceration to finger by a captive shark PROVOKED INCIDENT,N,Digital
1968,Unprovoked,Surfing,M,"Hit in face by shark, arm abraded, surfboard bitten",N,Digital
1968,Unprovoked,,M,Survived,N,Digital
1968,Unprovoked,Spearfishing,M,"No injury, left elbow & torso bumped by sharks",N,Digital
1968,Provoked,Fishing,M,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",N,Digital
1968,Provoked,,M,Abrasion on shoulder Recorded as PROVOKED INCIDENT,N,Digital
1968,Provoked,,M,Calf injured Recorded as PROVOKED INCIDENT,N,Digital
1968,Unprovoked,Spearfishing using Scuba,M,Swim fin bitten,N,Digital
1968,Unprovoked,Spearfishing,M,"FATAL, left leg bitten, femoral artery severed  ",Y,Digital
1968,Unprovoked,Standing,M,Leg & arm bitten,N,Digital
1968,Unprovoked,Swimming,M,Finger severed,N,Digital
1968,Unprovoked,Dynamite fishing,M,Lacerations to head,N,Digital
1968,Unprovoked,Free diving,M,Major injury to torso,N,Digital
1968,Unprovoked,Wading,M,Abrasions on lower leg,N,Digital
1968,Unprovoked,Spearfishing using Scuba,M,Swimfin & knee bitten,N,Digital
1968,Unprovoked,Small boat with 2 men onboard hit a submerged coral formation. Men began swimming to shore,M,"FATAL, taken by shark  ",Y,Digital
1968,Unprovoked,Spearfishing,M,"Bumped shoulder, bit head",N,Digital
1968,Unprovoked,Clamming,M,Lacerations to lower right leg & andkle,N,Digital
1968,Unprovoked,,M,Arm severely lacerated,N,Digital
1968,Unprovoked,Standing,M,Lower leg severely lacerated,N,Digital
1968,Unprovoked,,M,"Buttock, both legs & arm bitten",N,Digital
1968,Unprovoked,"Diving. Shark \93swallowed\92 his hand, so he threw his other around the shark and went \93shark-back riding\94 for 30 yards until the shark opened its jaws",M,Hand lacerated,N,Digital
1968,Unprovoked,Swimming,M,FATAL Laceration to chest,Y,Digital
1968,Provoked,,M,Foot lacerated Recorded as PROVOKED INCIDENT,N,Digital
1968,Unprovoked,Wading & pushing dinghy toward  the shallows,M,Left thigh lacerated,N,Digital
1968,Unprovoked,Surfing,M,Foot lacerated,N,Digital
1968,Unprovoked,Surfing,M,Foot lacerated,N,Digital
1968,Unprovoked,Swimming,F,Thigh lacerated,N,Digital
1968,Provoked,Picking up shark by the tail,F,Wrist bitten PROVOKED INCIDENT,N,Digital
1968,Unprovoked,Spearfishing,M,"No injury, speargun bitten",N,Digital
1968,Unprovoked,Swimming after his canoe capsized,M,FATAL,Y,Digital
1967,Unprovoked,Surfing,M,Right ankle & foot bitten,N,Digital
1967,Unprovoked,,M,Arm lacerated,N,Digital
1967,Unprovoked,Swimming,M,"FATAL, presumed taken by a shark, body not recovered",Y,Digital
1967,Provoked,,M,"Head, shoulder, arm lacerated. Recorded as PROVOKED INCIDENT",N,Digital
1967,Provoked,Freediving,M,Recorded as PROVOKED INCIDENT,N,Digital
1967,Unprovoked,,M,Arm lacerated,N,Digital
1967,Provoked,Freediving,M,Hand lacerated by speared shark PROVOKED INCIDENT,N,Digital
1967,Unprovoked,Standing on sandbar,M,Left foot bitten,N,Digital
1967,Unprovoked,Swimming,M,Arm & leg bitten,N,Digital
1967,Unprovoked,Spearfishing,M,FATAL,Y,Digital
1967,Unprovoked,Spearfishing,M,FATAL,Y,Digital
1967,Provoked,Pulling shark from the water,M,Nipped on shoulder by captive shark PROVOKED INCIDENT,N,Digital
1967,Unprovoked,,M,FATAL,Y,Digital
1967,Unprovoked,Spearfishing on Scuba,M,Minor injuries to face & forearm,N,Digital
1967,Unprovoked,"Spearfishing, dived to pick up a float line",M,"FATAL, ""bitten in two""",Y,Digital
1967,Unprovoked,Floating,F,Right foot abraded & lacerated,N,Digital
1967,Unprovoked,,M,3 fingers were bitten by a shark,N,Digital
1967,Unprovoked,Spearfishing,M,Shark grasped thigh,N,Digital
1967,Unprovoked,Photographing sharks underwater using Scuba,M,"No injury, shark struck camera",N,Digital
1967,Unprovoked,Beach seine netting,M,Ankle bitten,N,Digital
1967,Unprovoked,Snorkeling,M,Foot lacerated,N,Digital
1967,Unprovoked,Spearfishing,M,FATAL,Y,Digital
1967,Provoked,Spearfishing,M,"After shark was speared & hit on head, it bit the diver\92s foot  PROVOKED INCIDENT",N,Digital
1967,Provoked,Fishing boat,M,"No injury to occupants,  harpooned shark sank boat PROVOKED INCIDENT",N,Digital
1967,Provoked,,M,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,N,Digital
1967,Provoked,Feeding a shark,M,Recorded as PROVOKED INCIDENT,N,Digital
1967,Provoked,Fishing,M,Tooth knocked out by hooked shark PROVOKED INCIDENT,N,Digital
1967,Provoked,Freediving,M,Abrasions to lower leg Recorded as PROVOKED INCIDENT,N,Digital
1967,Unprovoked,Spearfishing,M,"Punctures in right buttock & thigh, abrasion on right forearm",N,Digital
1967,Provoked,Spearfishing,M,Speared shark lacerated his arm PROVOKED INCIDENT,N,Digital
1967,Unprovoked,Lifesaving drill,M,"FATAL, seen taken by a shark ",Y,Digital
1967,Unprovoked,,M,Leg bitten,N,Digital
1967,Provoked,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,M,FATAL,Y,Digital
1967,Provoked,Spearfishing Competition,M,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",N,Digital
1967,Unprovoked,Swimming in the channel,M,Right leg severely lacerated,N,Digital
1967,Provoked,Splashing,M,Foot bitten when he kicked shark PROVOKED INCIDENT,N,Digital
1966,Unprovoked,Fishing,M,"6"" laceration to left forearm ",N,Digital
1966,Provoked,Spearfishing,M,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,N,Digital
1966,Unprovoked,Spearfishing,M,Right hand lacerated,N,Digital
1966,Unprovoked,Wading,M,Thigh bitten,N,Digital
1966,Unprovoked,Spearfishing,M,Right leg bitten,N,Digital
1966,Unprovoked,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,F,FATAL,Y,Digital
1966,Unprovoked,Swimming,F,FATAL,Y,Digital
1966,Unprovoked,Bathing,F,FATAL,Y,Digital
1966,Unprovoked,"Free diving, carrying speargun",M,Shoulder lacerated,N,Digital
1966,Provoked,Fishing,M,Left elbow or hand bitten PROVOKED INCIDENT,N,Digital
1966,Unprovoked,Spearfishing,M,No injury,N,Digital
1966,Provoked,Hunting crayfish ,M,Abdomen abraded when he seized shark PROVOKED INCIDENT,N,Digital
1966,Provoked,,M,"No injury to occupant. Shark struck vessel, jamming centreboard",N,Digital
1966,Unprovoked,Snorkeling,F,"Survived, no details",N,Digital
1966,Unprovoked,Swimming,F,FATAL,Y,Digital
1966,Unprovoked,Diving into water,F,FATAL,Y,Digital
1966,Unprovoked,Swimming,M,FATAL,Y,Digital
1966,Unprovoked,Lobster diving using Scuba,M,"No injury, but shark struck his calf",N,Digital
1966,Unprovoked,Attacked shark with fists,M,Arm lacerated,N,Digital
1966,Unprovoked,Wading,M,"No injury, mother lifted him from the water",N,Digital
1966,Unprovoked,Diving for sand dollars,M,Dorsum of right foot grazed,N,Digital
1966,Provoked,Killing a shark,M,"Arm bitten, PROVOKED INCIDENT",N,Digital
1966,Unprovoked,Fishing,M,Lacerations to right foot,N,Digital
1966,Unprovoked,Swimming,M,"FATAL, left leg severed",Y,Digital
1966,Unprovoked,Swimming,F,FATAL,Y,Digital
1966,Provoked,Clamming,M,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,N,Digital
1966,Provoked,Fishing,M,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,N,Digital
1966,Unprovoked,Swimming,M,Punctures on  thigh & buttock,N,Digital
1966,Provoked,Fishing,M,Arm lacerated by netted shark PROVOKED INCIDENT,N,Digital
1966,Provoked,Sinking of the dredge World Atlas,M,FATAL,Y,Digital
1966,Unprovoked,Fishing,M,Foot bitten,N,Digital
1966,Provoked,Shipwreck,M,"FATAL, other human remains bitten by sharks, 13 people missing",Y,Digital
1966,Provoked,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,M,130 perished; 136 survived  including a man whose foot was severed by a shark,Y,Digital
1966,Unprovoked,Swimming,M,Foot lacerated,N,Digital
1966,Provoked,Overturned skiff,M,Survived,N,Digital
1966,Provoked,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",M,FATAL,Y,Digital
1966,Unprovoked,Treading water,M,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",N,Digital
1966,Provoked,Helping men land a shark,M,Left leg lacerated by hooked shark  PROVOKED INCIDENT,N,Digital
1966,Unprovoked,Free diving / spearfishing (resting on the surface),M,"Hand, arm & thigh bitten",N,Digital
1966,Unprovoked,Spearfishing,M,Buttocks bitten,N,Digital
1966,Unprovoked,Standing,M,Right calf lacerated,N,Digital
1966,Unprovoked,Jumped into the water,M,"Lower leg nipped, arm bruised when he landed in boat",N,Digital
1966,Unprovoked,Body surfing,M,Lower legs bitten,N,Digital
1966,Unprovoked,Body surfing ,F,"FATAL, left leg bitten thigh to calf  ",Y,Digital
1966,Unprovoked,Swimming,M,Thigh gashed,N,Digital
1965,Unprovoked,"Spearfishing, but standing in knee-deep water",M,Thigh & swim fin bitten,N,Digital
1965,Unprovoked,Freediving,M,No injury,N,Digital
1965,Provoked,Fishing from 34' boat when pulled overboard by hooked shark,M,FATAL PROVOKED INCIDENT,Y,Digital
1965,Unprovoked,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",M,"Left forearm bitten, surgically amputated",N,Digital
1965,Unprovoked,Surfing,M,Puncture wounds to right thigh,N,Digital
1965,Unprovoked,The boat Caribou II sank,M,Survived,N,Digital
1965,Unprovoked,Sunbathing on beach when he saw child being attacked by the shark,M,Right arm & right leg bitten,N,Digital
1965,Unprovoked,Playing in the water,F,FATAL,Y,Digital
1965,Unprovoked,"Spearfishing, shot a turtle",M,FATAL,Y,Digital
1965,Unprovoked,Wading,M,Toe severed,N,Digital
1965,Provoked,Spearing fish,M,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",N,Digital
1965,Provoked,Fishing (rod & line),M,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,N,Digital
1965,Unprovoked,,M,Leg & arm bitten,N,Digital
1965,Unprovoked,Swimming,M,Right thigh lacerated,N,Digital
1965,Provoked,Attempting to anesthetize shark,M,Chest bitten PROVOKED INCIDENT,N,Digital
1965,Unprovoked,Bathing,M,"FATAL, both legs severed ",Y,Digital
1965,Unprovoked,Swimming,M,"Right forearm severed, right leg bitten and surgically amputated",N,Digital
1965,Unprovoked,Spearfishing,M,Minor injury,N,Digital
1965,Unprovoked,Treading water,M,"FATAL, body not recovered",Y,Digital
1965,Unprovoked,Swimming,M,"FATAL, left leg & right arm severed ",Y,Digital
1965,Unprovoked,Swimming,M,"FATAL, left arm & right leg severed ",Y,Digital
1965,Unprovoked,Standing,M,Leg bitten,N,Digital
1965,Unprovoked,Diving,M,Minor injury,N,Digital
1965,Unprovoked,Swimming,M,"Right arm severed, right leg bitten, not known if he survived",N,Digital
1965,Unprovoked,,M,"Thighs abraded, puncture wounds in dorsal surface of left hand",N,Digital
1965,Unprovoked,Spearfishing,M,Left hand severely lacerated,N,Digital
1965,Unprovoked,Walking on reef,M,Right leg bitten,N,Digital
1965,Unprovoked,Paddling on surfboard,M,Left hand punctured & lacerated,N,Digital
1965,Unprovoked,Free diving,M,Survived,N,Digital
1965,Unprovoked,Treading water,M,"Abdomen, buttock, thigh, arm & hand bitten",N,Digital
1965,Unprovoked,Scuba diving,M,Punctures on left thigh,N,Digital
1965,Unprovoked,Paddling rescue ski,M,"No injury, ski bitten",N,Digital
1965,Unprovoked,Body surfing,M,Right thigh punctured,N,Digital
1965,Unprovoked,Swimming,M,Thigh gashed,N,Digital
1965,Unprovoked,Free diving,M,FATAL,Y,Digital
1965,Unprovoked,Dangling feet in the water,M,Foot bitten,N,Digital
1965,Provoked,Surfing,M,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,N,Digital
1965,Provoked,Collecting marine specimens,M,"No injury, shark tore his wetsuit after he grabbed it by the tail  PROVOKED INCIDENT",N,Digital
1965,Unprovoked,Standing in waist-deep water,M,Leg bitten three times,N,Digital
1965,Unprovoked,"Spearfishing, but standing in the water",M,Ankle and thigh bitten; shark made three strikes,N,Digital
1965,Unprovoked,,M,FATAL. Said to have been killed by sorcerers that turned themselves into sharks. The alleged sorcerers were taken into custody by authorities but released  due to lack of evidence. ,Y,Digital
1964,Unprovoked,Swimming,M,"Hand, ankle & calf lacerated",N,Digital
1964,Unprovoked,,M,Thigh severely lacerated,N,Digital
1964,Unprovoked,"Canoe swamped, swimming back to canoe",M,Survived,N,Digital
1964,Unprovoked,Fishing with hand line tied to wrist & was pulled into the water,M,FATAL,Y,Digital
1964,Unprovoked,Free diving with seals,M,Left leg severed,N,Digital
1964,Unprovoked,Swimming out to rescue swimmers in difficulty,M,FATAL,Y,Digital
1964,Provoked,"Filming underwater, carrying powerhead",M,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",N,Digital
1964,Provoked,Surf fishing,M,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,N,Digital
1964,Unprovoked,"Surfing, but swimming to his board",M,Abrasions & 11 teethmarks on right lower leg,N,Digital
1964,Unprovoked,Swimming,M,FATAL,Y,Digital
1964,Unprovoked,Swimming,M,Right thigh &  elbow bitten,N,Digital
1964,Unprovoked,Swimming,M,Bruised & abraded ankle,N,Digital
1964,Unprovoked,Floating on his back in an inner tube,M,Right thigh bitten,N,Digital
1964,Unprovoked,Swimming,M,"No injury,  bumped repeatedly",N,Digital
1964,Unprovoked,Spearfishing using scuba,M,"No injury, shark hit scuba tank",N,Digital
1964,Unprovoked,Swimming,M,"Leg bitten, surgically amputated",N,Digital
1964,Unprovoked,Free diving / Spearfishingat edge of reef,M,Foot lacerated,N,Digital
1964,Provoked,,M,Arm lacerated by speared shark PROVOKED INCIDENT,N,Digital
1964,Unprovoked,Searching for remains of  Dr. Marais,M,"No injury, shark charged & impaled itself on spear",N,Digital
1964,Provoked,Tagging sharks,M,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",N,Digital
1964,Unprovoked,Standing / fishing,M,"FATAL, leg severed ",Y,Digital
1964,Provoked,Fishing,M,"No injury to occupant, shark lifted canoe's outrigger",N,Digital
1964,Unprovoked,Spearfishing,M,Buttocks bitten,N,Digital
1964,Unprovoked,Standing,M,No injury,N,Digital
1964,Unprovoked,Spearfishing,M,"FATAL, buttocks, lower abdomen & genitalia removed  ",Y,Digital
1964,Unprovoked,Skin diving,M,"FATAL, torso / abdomen severely bitten  ",Y,Digital
1964,Unprovoked,Fishing,M,FATAL,Y,Digital
1964,Unprovoked,Surfing,M,Left thigh lacerated,N,Digital
1964,Provoked,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",M,Presumed FATAL,Y,Digital
