Year,Type,Activity,Sex ,Injury,Fatal (Y/N),Ages
1983,Provoked,Swimming from the New Venture ,M,"FATAL, shark bit leg, then dragged him underwater ",Y,Digital
1983,Provoked,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,M,"Left knee bitten, but survived",N,Digital
1983,Unprovoked,Surfing,M,Left arm injured by shark's tail as it swam beneath his board,N,Digital
1983,Unprovoked,Windsurfing,F,Left ankle nipped (3 punctures wounds),N,Digital
1983,Unprovoked,Spearfishing,M,Lacerations to left calf,N,Digital
1983,Unprovoked,Swimming,M,Left foot bitten,N,Digital
1983,Unprovoked,Spearfishing,M,FATAL,Y,Digital
1983,Unprovoked,Surfing & dangling foot in water amid baitfish,M,Left foot lacerated,N,Digital
1983,Unprovoked,,M,Lacerations to hand & foot,N,Digital
1983,Unprovoked,Spearfishing,M,Lacerations to thigh & buttocks,N,Digital
1983,Unprovoked,Water-skiing,M,"Left calf, knee & hands lacerated",N,Digital
1983,Unprovoked,Surfing,M,"Knocked off board by shark, no injury",N,Digital
1983,Unprovoked,Surfing,M,Right foot bitten,N,Digital
1983,Unprovoked,Fishing,M,Puncture wounds to foot,N,Digital
1983,Unprovoked,Surfing,M,Left foot bitten,N,Digital
1983,Unprovoked,Spearfishing,M,Right calf lacerated,N,Digital
1983,Unprovoked,Surfing,M,"No injury, board bitten",N,Digital
1983,Unprovoked,Surfing,M,"Shark nudged board, no injury",N,Digital
1983,Unprovoked,Paddleskiing,M,Puncture wounds to buttocks,N,Digital
1983,Provoked,Fishing,M,Leg bitten by captive shark PROVOKED INCIDENT,N,Digital
1983,Unprovoked,Windsurfing,M,Left foot lacerated,N,Digital
1983,Unprovoked,Spearfishing,M,"No injury, rammed by shark",N,Digital
1983,Unprovoked,Swimming,M,Left leg bitten,N,Digital
1983,Unprovoked,Ran into the water,M,"FATAL, arm/shoulder severed ",Y,Digital
1983,Provoked,Fishing,M,Bitten on their feet by landed sharks / lacerations only PROVOKED INCIDENTS,N,Digital
1982,Unprovoked,In waist-deep water,M,Arm bitten,N,Digital
1982,Unprovoked,Windsurfing,M,Left foot lacerated,N,Digital
1982,Unprovoked,Surfing,M,"No injury, pressure ding on surfboard",N,Digital
1982,Unprovoked,Surfing,M,"No Injury, surfboard bitten",N,Digital
1982,Unprovoked,Surfing,M,Laceration to lower left leg,N,Digital
1982,Unprovoked,Diving,M,Lacerations to hand,N,Digital
1982,Unprovoked,Free diving for abalone from Zodiac (submerged),M,Upper left thigh & buttocks bitten,N,Digital
1982,Unprovoked,,M,FATAL,Y,Digital
1982,Unprovoked,Swimming,F,"Left knee, lower leg & foot bitten",N,Digital
1982,Unprovoked,Windsurfing,M,Thigh lacerated,N,Digital
1982,Unprovoked,Paddleskiing,M,"No injury, ski bitten",N,Digital
1982,Unprovoked,Paddle Boarding,M,"No Injury, board bitten",N,Digital
1982,Unprovoked,Swimming,M,Left ankle bitten,N,Digital
1982,Unprovoked,Swimming,F,Laceration to left leg,N,Digital
1982,Unprovoked,Surfing,M,FATAL,Y,Digital
1982,Unprovoked,Swimming,M,Left arm bitten,N,Digital
1982,Unprovoked,Spearfishing ,M,Arm severed at elbow,N,Digital
1982,Unprovoked,,F,Foot bitten,N,Digital
1982,Unprovoked,"Sailboarding, fell into water 100 yards outside the breakwater",M,Thigh bitten 3 times,N,Digital
1982,Unprovoked,Surfing,M,Elbow bitten,N,Digital
1982,Unprovoked,Surfing,M,Legs bitten  FATAL,Y,Digital
1982,Unprovoked,Spearfishing,M,"FATAL, body not recovered",Y,Digital
1982,Unprovoked,Surfing,M,Lacerations to left hand and forearm,N,Digital
1982,Provoked,Fishing,M,Leg bitten above ankle by hooked shark taken aboard skiboat PROVOKED INCIDENT,N,Digital
1982,Unprovoked,Wading,F,Left leg bitten,N,Digital
1982,Unprovoked,Swimming,F,Right foot bitten,N,Digital
1982,Unprovoked,Swimming,F,Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,Y,Digital
1982,Unprovoked,Scuba diving (submerged),M,Calf & ankle bitten,N,Digital
1982,Unprovoked,Diving,M,"FATAL Disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth",Y,Digital
1982,Unprovoked,Swimming,M,Right shin & toe lacerated,N,Digital
1982,Provoked,Fishing on a boat,M,No injury,N,Digital
1981,Unprovoked,Surfing,M,"FATAL, torso bitten ",Y,Digital
1981,Unprovoked,"Spearfishing, but swimming on surface",M,Right leg severely bitten,N,Digital
1981,Unprovoked,Spearfishing,M,Survived,N,Digital
1981,Provoked,Inspecting teeth of supposedly dead (hooked & shot) shark,M,Hand lacerated  PROVOKED INCIDENT,N,Digital
1981,Unprovoked,Diving to untangle a crab trap line from boat's propeller,M,Hand bitten,N,Digital
1981,Unprovoked,Swimming,M,Hand & forearm bitten,N,Digital
1981,Unprovoked,Surfing,M,Puncture wounds to left foot,N,Digital
1981,Unprovoked,Surfing,M,Laceration to right leg,N,Digital
1981,Unprovoked,Surfing,M,5 puncture marks to hip,N,Digital
1981,Unprovoked,Swimming,M,"FATAL, right calf bitten  ",Y,Digital
1981,Unprovoked,Surfing,M,Lacerations to 2 fingers of left hand,N,Digital
1981,Unprovoked,Surfing,M,Laceration to foot,N,Digital
1981,Unprovoked,Surfing,M,Laceration to left ankle,N,Digital
1981,Provoked,Spearfishing,M,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",N,Digital
1981,Unprovoked,Diving,M,Bite to face,N,Digital
1981,Unprovoked,"16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",F,FATAL,Y,Digital
1981,Unprovoked,Snorkeling on surface,M,Upper right arm bitten,N,Digital
1981,Unprovoked,Swimming,F,"Foot bitten between arch & big toe, no stitches required",N,Digital
1981,Unprovoked,Surfing,M,7 lacerations to right foot,N,Digital
1981,Unprovoked,Spearfishing,M,Left foot & ankle lacerated,N,Digital
1981,Unprovoked,Catching sardines,M,Laceration to calf,N,Digital
1981,Provoked,Fishing,M,Minor injuries from shark that leapt aboard their boat,N,Digital
1981,Unprovoked,"Scuba diving, reportedly also spearfishing",M,"FATAL, disappeared, dive gear & shredded tooth-marked wetsuit were recovered",Y,Digital
1981,Unprovoked,Shell diving,F,FATAL,Y,Digital
1981,Unprovoked,Surfing,M,"Shark & board collided. No injury, but board was dented",N,Digital
1981,Unprovoked,Free diving,M,Massive tissue damage of left arm,N,Digital
1981,Unprovoked,Diving,M,Left arm bitten,N,Digital
1981,Unprovoked,Surfing,M,"No Injury, board bitten",N,Digital
1981,Provoked,Finning the shark that bit him,M,Lacerations PROVOKED INCIDENT,N,Digital
1981,Unprovoked,Surfing,M,"Left leg bitten, surgically amputated",N,Digital
1981,Unprovoked,Standing / Wading,M,"Lacerations on calf, ankle & heel",N,Digital
1981,Unprovoked,Surfing,M,Puncture wounds on  right thigh,N,Digital
1981,Unprovoked,Free diving Spearfishing,M,Foot & ankle bitten,N,Digital
1981,Unprovoked,Swimming,M,Foot lacerated,N,Digital
1981,Unprovoked,Exercising his dog in the shallows,M,Puncture wounds to foot,N,Digital
1981,Unprovoked,Surfing,M,Lacerations & punctures in left calf & ankle,N,Digital
1981,Unprovoked,Commercial spearfishing,M,3 small punctures in scalp & ripped nostril,N,Digital
1981,Unprovoked,Surf-skiing,M,"No injury, ski bitten",N,Digital
1981,Unprovoked,"Free diving / spearfishing, ",M,Minor injury,N,Digital
1980,Unprovoked,Paddleskiing,M,"No injury, paddleski bitten",N,Digital
1980,Unprovoked,Spearfishing,M,Bitten twice,N,Digital
1980,Unprovoked,Swimming,M,"Right shoulder bitten, puncture wounds on chest & lacerations on his back",N,Digital
1980,Unprovoked,Swimming,M,FATAL,Y,Digital
1980,Unprovoked,Surfing,M,Thigh lacerated,N,Digital
1980,Unprovoked,Surfing,M,No injury,N,Digital
1980,Unprovoked,Diving in tuna net,M,FATAL,Y,Digital
1980,Unprovoked,Wading,F,Bitten behind knee & lower leg,N,Digital
1980,Unprovoked,Resting on body board,M,Torso bitten,N,Digital
1980,Unprovoked,Skin diving,M,Thigh injured,N,Digital
1980,Unprovoked,Body surfing,M,Back bitten,N,Digital
1980,Unprovoked,Standing,F,"No injury, shark bit her bathing suit",N,Digital
1980,Unprovoked,Surfing,M,"No injury, bumped off board",N,Digital
1980,Unprovoked,Surfing,M,Lower leg bitten,N,Digital
1980,Provoked,Scuba diving,F,Laceration to lower leg   PROVOKED INCIDENT,N,Digital
1980,Unprovoked,Surfing,M,"No injury, board bitten",N,Digital
1980,Provoked,Spearfishing,M,Hand bitten by speared shark PROVOKED INCIDENT ,N,Digital
1980,Unprovoked,Body surfing,F,Right calf bitten,N,Digital
1980,Unprovoked,Free diving,M,FATAL,Y,Digital
1980,Unprovoked,Swimming,M,Right leg bitten,N,Digital
1980,Provoked,Sinking of the ferryboat Bongbong 1,F,FATAL,Y,Digital
1980,Provoked,Fishing,M,Leg lacerated by netted shark PROVOKED INCIDENT,N,Digital
1980,Unprovoked,Body boarding,M,"Both hands & heel of left foot lacerated, right foot severed",N,Digital
1980,Unprovoked,Spearfishing,M,Ankle & foot lacerated,N,Digital
1980,Provoked,Spearfishing,M,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N,Digital
1980,Unprovoked,Swimming,M,Abrasion,N,Digital
1980,Unprovoked,Swimming,M,3 small punctures on arm,N,Digital
1980,Unprovoked,Hookah Diving,M,FATAL  ,Y,Digital
1980,Provoked,Gaffing netted shark,M,Arm lacerated by gaffed shark PROVOKED INCIDENT,N,Digital
1980,Unprovoked,Spearfishing,M,Chest bitten,N,Digital
1979,Unprovoked,Swimming,M,Shin lacerated,N,Digital
1979,Unprovoked,Diving,M,Toothmarks on head & neck,N,Digital
1979,Unprovoked,Surfing,M,Multiple major Injuries,N,Digital
1979,Provoked,Fishing,M,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,N,Digital
1979,Unprovoked,Scuba diving,M,Leg bitten,N,Digital
1979,Unprovoked,Freedom swimming,M,"Leg severed, FATAL",Y,Digital
1979,Unprovoked,,M,FATAL,Y,Digital
1979,Unprovoked,Kayaking,M,Lacerations to foot,N,Digital
1979,Unprovoked,Murdered by Thai pirates,M,FATAL,Y,Digital
1979,Provoked,Floating with life preserver after his boat foundered,M,Lacerations to leg,N,Digital
1979,Provoked,Spearfishing,M,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N,Digital
1979,Unprovoked,Scuba diving,M,"FATAL (presumed), pieces of shark-bitten wetsuit washed ashore but no body was recovered",Y,Digital
1979,Unprovoked,,M,FATAL,Y,Digital
1979,Unprovoked,Swimming,M,Right foot & ankle lacerated,N,Digital
1979,Unprovoked,Body surfing,M,Right foot bitten,N,Digital
1979,Unprovoked,Surfing,M,Foot & ankle bitten,N,Digital
1979,Unprovoked,Scuba diving (submerged),M,"No injury, swim fin bitten",N,Digital
1979,Unprovoked,Spearfishing,M,"Presumed FATAL, body not recovered",Y,Digital
1979,Unprovoked,"Surfing, collided with shark",M,Punctures on left thigh,N,Digital
1979,Unprovoked,Fishing,M,"FATAL, disappeared while fishing from shore, divers recovered his hand",Y,Digital
1978,Unprovoked,,M,Survived,N,Digital
1978,Unprovoked,Spearfishing,M,"FATAL, legs bitten ",Y,Digital
1978,Unprovoked,Surfing,M,Left arm bitten,N,Digital
1978,Unprovoked,Surfing,M,Hand lacerated,N,Digital
1978,Unprovoked,Spearfishing,M,"No injury, shark took his catch, then towed & pushed diver through the water ",N,Digital
1978,Unprovoked,Diving,M,No injury,N,Digital
1978,Unprovoked,Scuba diving for abalone,M,Several broken ribs,N,Digital
1978,Unprovoked,Wading,M,Punctures on leg (minor injury),N,Digital
1978,Unprovoked,Floating on inner tube raft,M,Minor injury to ankle,N,Digital
1978,Provoked,"Explosion destroyed 28' boat, survivors in the water ",M,"No injury, his foot was bumped by a shark biting the body of a passenger that had drowned.",N,Digital
1978,Provoked,Fishing,M,Laceration to leg by hooked shark  PROVOKED INCIDENT,N,Digital
1978,Unprovoked,Surfing,M,Foot bitten,N,Digital
1978,Unprovoked,Surfing,M,Foot nipped,N,Digital
1978,Unprovoked,Diving,M,Laceration to left hand,N,Digital
1978,Unprovoked,Diving,M,Lacerations to right forearm ,N,Digital
1978,Unprovoked,Scuba diving,M,Thigh bitten,N,Digital
1978,Unprovoked,Diving,M,"No injury, rammed by shark",N,Digital
1978,Unprovoked,Surfing,M,"Left leg, ankle & foot bitten",N,Digital
1978,Unprovoked,Surfing,F,Foot bitten,N,Digital
1978,Unprovoked,Swimming,F,FATAL,Y,Digital
1977,Provoked,"Swimming, after single-engine aircraft went down in the sea",M,Feet lacerated,N,Digital
1977,Unprovoked,Surfing,M,Laceration to right hand,N,Digital
1977,Unprovoked,Surfing,M,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,Digital
1977,Provoked,Standing,M,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,N,Digital
1977,Unprovoked,Spearfishing,M,"No injury, shark bit speargun & pushed diver through the water",N,Digital
1977,Unprovoked,Surfing,M,"Board rammed &  bitten, left thigh lacerated",N,Digital
1977,Unprovoked,Floating on an inflatable raft,M,"FATAL, left arm severed, legs bitten ",Y,Digital
1977,Provoked,Fishing,M,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N,Digital
1977,Unprovoked,Free diving for abalone (surfacing),M,Leg lacerated,N,Digital
1977,Provoked,40' fishing boat sank,M,Laceration to right hand,N,Digital
1977,Provoked,Spearfishing / Scuba diving,M,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N,Digital
1977,Unprovoked,Collecting fish from net,M,Lacerations to wrist,N,Digital
1977,Provoked,Fishing for yellowtail,M,Lombard's thigh was lacerated by shark that leapt into boat ,N,Digital
1977,Unprovoked,,M,Survived,N,Digital
1977,Unprovoked,Swimming,M,Arm bitten,N,Digital
1977,Unprovoked,Swimming,M,Right foot bitten,N,Digital
1977,Provoked,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,"His feet were bitten by sharks, but he was rescued by a charter boat that arrived on the scene just an hour and 15 minutes after the sharks first appeared, too late to save the lives of Hayes and Beaver",N,Digital
1977,Provoked,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,FATAL,Y,Digital
1977,Provoked,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,FATAL,Y,Digital
1977,Unprovoked,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",M,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",N,Digital
1977,Unprovoked,Swimming,M,"FATAL, left leg severed, neck cut  ",Y,Digital
1976,Unprovoked,,M,Survived,N,Digital
1976,Unprovoked,Hookah diving for abalone (submerged),M,Buttocks & hip bitten,N,Digital
1976,Unprovoked,"Thrashing the water / imitating the shark victim from ""Jaws""",M,Torso bitten,N,Digital
1976,Unprovoked,Surfing,M,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",N,Digital
1976,Unprovoked,Surfing,M,Leg bitten ,N,Digital
1976,Unprovoked,Surfing,M,Left thigh lacerated,N,Digital
1976,Unprovoked,"Skindiving,",M,"Right leg bitten below the knee, left ankle & foot lacerated",N,Digital
1976,Provoked,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",M,"FATAL, right leg bitten",Y,Digital
1976,Unprovoked,Swimming,M,FATAL,Y,Digital
1976,Unprovoked,Swimming,M,FATAL,Y,Digital
1976,Unprovoked,Surfing,M,Laceration to left lower leg,N,Digital
1976,Unprovoked,"Surfing, fell off surfboard",M,Right ankle & foot lacerated,N,Digital
1976,Unprovoked,Surfing,M,"No injury, board bitten",N,Digital
1976,Unprovoked,Spearfishing,M,Lacerations to forearms,N,Digital
1976,Unprovoked,Playing,M,Leg bitten,N,Digital
1976,Unprovoked,Scuba diving,M,"FATAL, disappeared while diving, lower portion of body recovered",Y,Digital
1976,Unprovoked,Spearfishing,M,"""lost part of a finger""",N,Digital
1976,Unprovoked,Skindiving,M,Lacerations to right arm,N,Digital
1976,Unprovoked,Swimming,M,Leg & foot bitten,N,Digital
1976,Provoked,Fishing,M,Shark rammed boat PROVOKED INCIDENT,N,Digital
1976,Provoked,Sitting in bow of her father's 5 m boat,F,"Shark jumped in boat, hitting her in the face & knocking her unconscious",N,Digital
1976,Unprovoked,Standing,M,Lacerations to left leg,N,Digital
1976,Unprovoked,,F,Survived,N,Digital
1976,Unprovoked,Spearfishing / scuba diving,M,Puncture wounds to head & neck,N,Digital
1976,Unprovoked,Spearfishing,M,FATAL,Y,Digital
1976,Unprovoked,Scuba diving,M,"FATAL, lost consciousness at depth of 180'. Large sharks seen near partial remains of body",Y,Digital
1975,Unprovoked,Scuba diving & spearfishing,M,Leg bitten,N,Digital
1975,Provoked,Filming & feeding captive sharks,M,Tooth mark in left elbow PROVOKED INCIDENT,N,Digital
1975,Unprovoked,Standing,M,Laceration to posterior thigh,N,Digital
1975,Unprovoked,Standing,M,Left foot lacerated,N,Digital
1975,Unprovoked,,M,Puncture wounds in hand,N,Digital
1975,Unprovoked,Surfing,M,Foot bitten,N,Digital
1975,Unprovoked,Surfing,M,"Cracked jaw & broken tooth, shark took chunk out of surfboard",N,Digital
1975,Unprovoked,Paddleskiing,M,Right foot & ankle lacerated,N,Digital
1975,Unprovoked,Surfing,M,Left leg & surfboard bitten,N,Digital
1975,Unprovoked,Floating on a small orange raft ,M,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",N,Digital
1975,Unprovoked,Free diving for abalone,M,"Shoulder, arm & hand lacerated",N,Digital
1975,Unprovoked,Freedom swimming,M,"Leg bitten, surgically amputated",N,Digital
1975,Provoked,Sea disaster,F,"FATAL, arms & legs bitten",Y,Digital
1975,Unprovoked,Scuba diving for abalone,M,FATAL,Y,Digital
1975,Unprovoked,Free diving,M,Forearms lacerated,N,Digital
1975,Unprovoked,Surfing,M,Buttocks & leg bitten,N,Digital
1975,Unprovoked,Scuba diving for abalone (at surface),M,Legs bitten,N,Digital
1975,Unprovoked,Hookah diving for abalone,M,"No injury, swim fin torn",N,Digital
1975,Unprovoked,Swimming,F,Arm lacerated,N,Digital
1975,Provoked,Spearfishing,M,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT,N,Digital
1975,Unprovoked,Surfing,M,"Foot bitten, tendons damaged",N,Digital
1975,Unprovoked,Swimming ,M,Lacerations to right foot,N,Digital
1975,Unprovoked,Standing,F,Hand & wrist bitten,N,Digital
1975,Unprovoked,Swimming near his boat,M,Left leg bitten,N,Digital
1975,Unprovoked,Surfing,M,"No injury, board bumped",N,Digital
1975,Provoked,,M,Slightly injured when he stepped on a shark PROVOKED INCIDENT,N,Digital
1975,Unprovoked,Surfing,M,Right foot bitten,N,Digital
1975,Unprovoked,Bathing,F,Leg bitten,N,Digital
1975,Unprovoked,Spearfishing Competition,M,"No injury, rammed by shark",N,Digital
1975,Unprovoked,,F,Hand bitten,N,Digital
1975,Unprovoked,Floating in inner tube,M,Left leg & foot bitten,N,Digital
1975,Provoked,Attempting to drag hooked shark ashore by its tail,M,Left leg bitten  PROVOKED INCIDENT,N,Digital
1975,Unprovoked,Surfing,M,Foot severed,N,Digital
1975,Unprovoked,Swimming underwater from crayfish cage to a fishing bait,M,Right leg  severed FATAL,Y,Digital
1975,Unprovoked,Crayfishing,M,Puncture wounds to right shoulder,N,Digital
1975,Unprovoked,,M,Survived,N,Digital
1975,Provoked,Fishing,M,Foot bitten by shark he was gaffing  PROVOKED INCIDENT,N,Digital
1975,Unprovoked,Surfing,M,"FATAL, body not recovered",Y,Digital
1975,Unprovoked,Spearfishing,M,Laceration to right ankle,N,Digital
1975,Unprovoked,,M,FATAL,Y,Digital
1974,Unprovoked,Standing,M,Laceration to foot,N,Digital
1974,Unprovoked,Surfing,M,"Thigh, lower back and surfboard bitten",N,Digital
1974,Unprovoked,Hookah diving for abalone,M,Major injuries,N,Digital
1974,Unprovoked,Swimming,F,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",N,Digital
1974,Unprovoked,Scuba diving (but on surface),M,Minor injuries to hand,N,Digital
1974,Unprovoked,Scuba diving (but on surface),M,Minor bite on foot & swimfin,N,Digital
1974,Provoked,3.3 m fishing boat sank. Treveluwe & Peter Hodgson (wearing lifejackets) were drifting in the current,M,"Missing, believed taken by a shark",N,Digital
1974,Unprovoked,Surfing,M,No injury,N,Digital
1974,Unprovoked,Freedom Swimming,M,Survived,N,Digital
1974,Unprovoked,Freedom swimming,M,FATAL,Y,Digital
1974,Unprovoked,Freedom swimming,M,Arm broken & severely lacerated,N,Digital
1974,Unprovoked,Freedom swimming,M,Left foot bitten,N,Digital
1974,Unprovoked,,M,Foot severed FATAL,Y,Digital
1974,Unprovoked,Surfing,M,Minor injuries to hand,N,Digital
1974,Unprovoked,Free diving for abalone (submerged),M,Minor bite on heel & swim fin bitten,N,Digital
1974,Unprovoked,Swimming,M,FATAL,Y,Digital
1974,Provoked,Adrift after the sinking of the motor yacht Princess Dianne,M,Arm bitten FATAL,Y,Digital
1974,Unprovoked,Swimming,F,Lacerations to hip and leg,N,Digital
1974,Unprovoked,Free diving (but on surface),M,Leg bitten,N,Digital
1974,Provoked,Fishing boat swamped in a storm,M,FATAL,Y,Digital
1974,Unprovoked,Spearfishing,M,Left knee lacerated,N,Digital
1974,Unprovoked,Standing,M,Lower right leg lacerated,N,Digital
1974,Unprovoked,Swimming,F,Foot bitten,N,Digital
1974,Unprovoked,Surfing,M,Right foot lacerated,N,Digital
1974,Unprovoked,Surfing,M,"No injury, surfboard bitten",N,Digital
1974,Unprovoked,Swimming,M,"Right calf removed, leg surgically amputated below the knee",N,Digital
1974,Unprovoked,Swimming,M,Right shin lacerated,N,Digital
1974,Unprovoked,Sitting,M,2 minor lacerations in foot,N,Digital
1974,Unprovoked,Diving for abalone,M,"FATAL, right leg severed  ",Y,Digital
1974,Unprovoked,Swimming,M,Knee & calf lacerated,N,Digital
1974,Unprovoked,Swimming,M,FATAL,Y,Digital
1974,Unprovoked,Swimming,M,FATAL,Y,Digital
1974,Unprovoked,Spearfishing,M,8 to 10 puncture marks around knee,N,Digital
1973,Unprovoked,Spearfishing,M,"Right leg severed at knee, abrasion on left ankle",N,Digital
1973,Unprovoked,Swimming ,M,FATAL,Y,Digital
1973,Unprovoked,Swimming,M,FATAL,Y,Digital
1973,Unprovoked,Swimming,M,Leg bitten,N,Digital
1973,Unprovoked,Swimming alongside yacht Mexico Fiesta,M,FATAL,Y,Digital
1973,Unprovoked,Surfing,M,Foot bitten,N,Digital
1973,Unprovoked,"Free diving, Spearfishing",M,Left hand & forearm lacerated,N,Digital
1973,Unprovoked,Freedom Swimming,M,FATAL,Y,Digital
1973,Unprovoked,"Free diving, Spearfishing",M,"FATAL, leg bitten ",Y,Digital
1973,Unprovoked,,M,Massive wound on right thigh with femur exposed,N,Digital
1973,Unprovoked,Surfing,M,Right foot severed,N,Digital
1973,Unprovoked,Crabbing (spearing crabs),M,Elbow bitten,N,Digital
1973,Unprovoked,Freedom Swimming,M,"One man was killed by a shark, the other was injured",N,Digital
1973,Unprovoked,Wading,M,"FATAL, multiple bites ",Y,Digital
1973,Unprovoked,,M,Survived,N,Digital
1973,Unprovoked,Spearfishing,M,FATAL,Y,Digital
1973,Unprovoked,Spearfishing,M,Hip bruised,N,Digital
1973,Provoked,Fishing from paddleski,M,Hooked & gaffed shark bit his right elbow PROVOKED INCIDENT,N,Digital
1973,Unprovoked,Surfing,M,Leg bitten,N,Digital
1973,Unprovoked,Scuba diving (submerged),M,"No injury, shark grabbed scuba tank and descended to 110' before releasing him ",N,Digital
1973,Unprovoked,Scuba diving & U/W photography,M,Hand & right shoulder lacerated,N,Digital
1973,Unprovoked,Surfing,M,"No injury, surboard flung into air & dented",N,Digital
1972,Unprovoked,Treading water,M,Lower left leg & foot bitten,N,Digital
1972,Unprovoked,Swimming,M,"Hip, leg, arm, hand & shoulder bitten",N,Digital
1972,Unprovoked,Body surfing,M,"FATAL, hand severed, right leg and torso bitten ",Y,Digital
1972,Unprovoked,Swimming,M,"No injury, swim fin bitten",N,Digital
1972,Unprovoked,,M,Hand bitten,N,Digital
1972,Unprovoked,Spearfishing,M,Right arm bitten,N,Digital
1972,Unprovoked,Surfing,M,Lacerations to thigh & buttocks,N,Digital
1972,Unprovoked,Scuba diving,M,"FATAL, body not recovered",Y,Digital
1972,Unprovoked,Surfing,M,Survived,N,Digital
1972,Unprovoked,Swimming,M,"No injury, leg of jeans torn off",N,Digital
1972,Unprovoked,Surfing,M,Legs & board bitten,N,Digital
1972,Unprovoked,Surfing,M,Left calf bitten,N,Digital
1972,Unprovoked,Spearfishing,M,Forearm bitten,N,Digital
1972,Unprovoked,Diving for abalone,M,Left foot bitten,N,Digital
1972,Unprovoked,,M,FATAL,Y,Digital
1972,Unprovoked,,M,FATAL,Y,Digital
1972,Unprovoked,Surfing,M,Buttocks bitten,N,Digital
1972,Unprovoked,Free diving for abalone,M,Bitten on legs & buttock,N,Digital
1972,Unprovoked,Spearfishing,M,Thigh bitten,N,Digital
1972,Unprovoked,Swimming,M,FATAL,Y,Digital
1972,Unprovoked,,F,Left leg bitten,N,Digital
1972,Unprovoked,Swimming,M,FATAL,Y,Digital
1972,Provoked,Fishing,M,Arm bitten by hooked shark PROVOKED INCIDENT,N,Digital
1972,Unprovoked,Spearfishing,M,Leg bitten,N,Digital
1972,Unprovoked,Surfing,M,Laceration above knee,N,Digital
1972,Unprovoked,Swimming,M,"FATAL, coroner's Verdict: ""Death presumably through shark attack & drowning""",Y,Digital
1972,Unprovoked,Sitting in shallows,F,Foot bitten,N,Digital
1972,Unprovoked,Standing,M,"Leg severed at knee,  hand severed, arms, torso & buttock severely lacerated",N,Digital
1972,Unprovoked,"Free diving, collecting shells",M,Right hand & torso lacerated,N,Digital
1971,Unprovoked,Swimming,F,Right forearm bitten,N,Digital
1971,Unprovoked,,M,FATAL,Y,Digital
1971,Unprovoked,Freedom Swimming,M,"Left leg severely bitten, surgically amputated",N,Digital
1971,Unprovoked,Surfing,M,"Right shoulder, arm & hand bitten",N,Digital
1971,Unprovoked,Swimming,M,Wrist & hand lacerated,N,Digital
1971,Unprovoked,Scuba diving,M,Bitten on legs,N,Digital
1971,Unprovoked,Swimming,M,FATAL,Y,Digital
1971,Unprovoked,Fishing,M," FATAL. Shark bite was minor injury, but he suffered a heart attack afterwards and died 6 hours later",Y,Digital
1971,Provoked,Scuba diving & feeding fish,M,Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT,N,Digital
1971,Unprovoked,Wading,M,Laceration to left ankle,N,Digital
1971,Unprovoked,Hookah diving (submerged),M,"Major injuries to head, buttocks & back",N,Digital
1971,Unprovoked,Surfing,M,Leg & surfboard bitten,N,Digital
1971,Unprovoked,Scuba diving,M,"No injury, said to have been attacked by shark but drove it away with a lobster hook",N,Digital
1971,Unprovoked,Swimming,M,Right foot bitten,N,Digital
1971,Unprovoked,Swimming,M,"FATAL, multiple bites ",Y,Digital
1971,Unprovoked,Surfing,M,"FATAL, left thigh bitten ",Y,Digital
1971,Unprovoked,,M,"FATAL, body not recovered",Y,Digital
1971,Unprovoked,,M,"FATAL, body not recovered",Y,Digital
1971,Unprovoked,Surfing,M,Lacerations to left leg ,N,Digital
1971,Unprovoked,Swimming,M,Torso lacerated,N,Digital
